Name,API Name,Instance Family,Compute Units (ECU),Intel Turbo,Arch,Availability Zones, On Demand (Monthly) , Linux Reserved cost (Monthly) , SLES Spot Maximum cost (Monthly) , Windows On Demand cost (Monthly) 
A1 Double Extra Large,a1.2xlarge,a1,0 units,unknown,arm64,, $157.826 , $102.784 , $240.170 , unavailable 
A1 Quadruple Extra Large,a1.4xlarge,a1,0 units,unknown,arm64,, $297.840 , $187.610 , $389.090 , unavailable 
A1 Large,a1.large,a1,0 units,unknown,arm64,, $39.493 , $25.696 , $78.329 , unavailable 
A1 Medium,a1.medium,a1,0 units,unknown,arm64,, $19.710 , $11.753 , $41.245 , unavailable 
A1 Metal,a1.metal,a1,0 units,unknown,arm64,, $297.840 , $187.610 , $389.090 , unavailable 
A1 Extra Large,a1.xlarge,a1,0 units,unknown,arm64,, $78.913 , $51.392 , $115.559 , unavailable 
C1 High-CPU Medium,c1.medium,c1,5 units,unknown,"i386, x86_64",, $104.390 , $73.000 , $105.631 , $168.63 
C1 High-CPU Extra Large,c1.xlarge,c1,20 units,unknown,x86_64,, $417.560 , $292.000 , $267.472 , $674.52 
C3 High-CPU Double Extra Large,c3.2xlarge,c3,28 units,Yes,x86_64,, $337.260 , $234.330 , $246.813 , $603.71 
C3 High-CPU Quadruple Extra Large,c3.4xlarge,c3,55 units,Yes,x86_64,, $674.520 , $426.320 , $532.754 ," $1,207.42 "
C3 High-CPU Eight Extra Large,c3.8xlarge,c3,108 units,Yes,x86_64,," $1,226.400 ", $852.640 , $649.408 ," $2,195.84 "
C3 High-CPU Large,c3.large,c3,7 units,Yes,"i386, x86_64",, $84.680 , $58.400 , $103.149 , $151.11 
C3 High-CPU Extra Large,c3.xlarge,c3,14 units,Yes,x86_64,, $168.630 , $106.580 , $144.248 , $302.22 
C4 High-CPU Double Extra Large,c4.2xlarge,c4,31 units,Yes,x86_64,, $319.740 , $202.210 , $209.656 , $588.38 
C4 High-CPU Quadruple Extra Large,c4.4xlarge,c4,62 units,Yes,x86_64,, $639.480 , $404.420 , $345.655 ," $1,176.76 "
C4 High-CPU Eight Extra Large,c4.8xlarge,c4,132 units,Yes,x86_64,," $1,161.430 ", $735.840 , $537.864 ," $2,256.43 "
C4 High-CPU Large,c4.large,c4,8 units,Yes,x86_64,, $80.300 , $45.990 , $118.625 , $147.46 
C4 High-CPU Extra Large,c4.xlarge,c4,16 units,Yes,x86_64,, $159.870 , $101.470 , $136.218 , $294.19 
C5 High-CPU 12xlarge Extra Large,c5.12xlarge,c5,188 units,Yes,x86_64,," $1,578.260 ", $938.050 , $633.494 ," $3,190.10 "
C5 High-CPU 18xlarge,c5.18xlarge,c5,281 units,Yes,x86_64,," $2,233.800 "," $1,407.440 ", $895.491 ," $4,651.56 "
C5 High-CPU 24xlarge,c5.24xlarge,c5,375 units,Yes,x86_64,," $3,157.250 "," $1,876.100 "," $1,109.819 "," $6,380.93 "
C5 High-CPU Double Extra Large,c5.2xlarge,c5,39 units,Yes,x86_64,, $262.800 , $171.550 , $183.668 , $531.44 
C5 High-CPU Quadruple Extra Large,c5.4xlarge,c5,73 units,Yes,x86_64,, $526.330 , $312.440 , $268.713 ," $1,063.61 "
C5 High-CPU 9xlarge,c5.9xlarge,c5,139 units,Yes,x86_64,," $1,184.060 ", $770.880 , $557.720 ," $2,392.94 "
C5 High-CPU Large,c5.large,c5,10 units,Yes,x86_64,, $65.700 , $43.070 , $65.627 , $132.86 
C5 High-CPU Metal,c5.metal,c5,375 units,Yes,x86_64,," $2,978.400 "," $1,876.100 "," $1,073.246 "," $6,202.08 "
C5 High-CPU Extra Large,c5.xlarge,c5,20 units,Yes,x86_64,, $131.400 , $78.110 , $99.572 , $265.72 
C5A 12xlarge Extra Large,c5a.12xlarge,c5a,0 units,unknown,x86_64,," $1,484.090 ", $849.720 , $740.658 ," $3,095.93 "
C5A 16xlarge Extra Large,c5a.16xlarge,c5a,0 units,unknown,x86_64,," $1,978.300 "," $1,132.960 ", $930.385 ," $4,127.42 "
C5A 24xlarge,c5a.24xlarge,c5a,0 units,unknown,x86_64,," $2,968.180 "," $1,699.440 "," $1,422.186 "," $6,191.86 "
C5A Double Extra Large,c5a.2xlarge,c5a,0 units,unknown,x86_64,, $247.470 , $141.620 , $197.684 , $516.11 
C5A Quadruple Extra Large,c5a.4xlarge,c5a,0 units,unknown,x86_64,, $494.940 , $311.710 , $300.833 ," $1,032.22 "
C5A Eight Extra Large,c5a.8xlarge,c5a,0 units,unknown,x86_64,, $989.150 , $566.480 , $518.519 ," $2,063.71 "
C5A Large,c5a.large,c5a,0 units,unknown,x86_64,, $62.050 , $38.690 , $65.481 , $129.21 
C5A Extra Large,c5a.xlarge,c5a,0 units,unknown,x86_64,, $123.370 , $70.810 , $97.674 , $257.69 
C5AD 12xlarge Extra Large,c5ad.12xlarge,c5ad,0 units,unknown,x86_64,," $1,657.100 "," $1,043.900 ", $865.707 ," $3,268.94 "
C5AD 16xlarge Extra Large,c5ad.16xlarge,c5ad,0 units,unknown,x86_64,," $2,209.710 "," $1,265.820 "," $1,091.423 "," $4,358.83 "
C5AD 24xlarge,c5ad.24xlarge,c5ad,0 units,unknown,x86_64,," $3,314.930 "," $2,088.530 "," $1,587.385 "," $6,538.61 "
C5AD Double Extra Large,c5ad.2xlarge,c5ad,0 units,unknown,x86_64,, $275.940 , $173.740 , $241.995 , $544.58 
C5AD Quadruple Extra Large,c5ad.4xlarge,c5ad,0 units,unknown,x86_64,, $552.610 , $316.090 , $338.939 ," $1,089.89 "
C5AD Eight Extra Large,c5ad.8xlarge,c5ad,0 units,unknown,x86_64,," $1,105.220 ", $632.910 , $658.314 ," $2,179.78 "
C5AD Large,c5ad.large,c5ad,0 units,unknown,x86_64,, $69.350 , $39.420 , $70.664 , $136.51 
C5AD Extra Large,c5ad.xlarge,c5ad,0 units,unknown,x86_64,, $137.970 , $86.870 , $101.762 , $272.29 
C5 High-CPU 12xlarge Extra Large,c5d.12xlarge,c5d,188 units,Yes,x86_64,," $1,782.660 "," $1,059.960 ", $762.996 ," $3,394.50 "
C5 High-CPU 18xlarge,c5d.18xlarge,c5d,281 units,Yes,x86_64,," $2,522.880 "," $1,589.210 "," $1,240.635 "," $4,940.64 "
C5 High-CPU 24xlarge,c5d.24xlarge,c5d,375 units,Yes,x86_64,," $3,566.050 "," $2,321.400 "," $1,340.572 "," $6,789.73 "
C5 High-CPU Double Extra Large,c5d.2xlarge,c5d,39 units,Yes,x86_64,, $297.110 , $176.660 , $214.912 , $565.75 
C5 High-CPU Quadruple Extra Large,c5d.4xlarge,c5d,73 units,Yes,x86_64,, $594.220 , $353.320 , $354.999 ," $1,131.50 "
C5 High-CPU 9xlarge,c5d.9xlarge,c5d,139 units,Yes,x86_64,," $1,337.360 ", $870.160 , $683.207 ," $2,546.24 "
C5 High-CPU Large,c5d.large,c5d,10 units,Yes,x86_64,, $74.460 , $48.180 , $75.190 , $141.62 
C5 High-CPU Metal,c5d.metal,c5d,375 units,Yes,x86_64,," $3,363.840 "," $2,119.190 "," $1,118.798 "," $6,587.52 "
C5 High-CPU Extra Large,c5d.xlarge,c5d,20 units,Yes,x86_64,, $148.920 , $88.330 , $114.683 , $283.24 
C5N 18xlarge,c5n.18xlarge,c5n,281 units,Yes,x86_64,," $2,838.240 "," $1,787.770 "," $1,421.310 "," $5,256.00 "
C5N Double Extra Large,c5n.2xlarge,c5n,39 units,Yes,x86_64,, $334.340 , $217.540 , $238.199 , $602.98 
C5N Quadruple Extra Large,c5n.4xlarge,c5n,73 units,Yes,x86_64,, $668.680 , $435.080 , $418.947 ," $1,205.96 "
C5N 9xlarge,c5n.9xlarge,c5n,139 units,Yes,x86_64,," $1,504.530 ", $894.250 , $741.826 ," $2,713.41 "
C5N Large,c5n.large,c5n,10 units,Yes,x86_64,, $83.220 , $49.640 , $73.657 , $150.38 
C5N Metal,c5n.metal,c5n,0 units,Yes,x86_64,," $2,838.240 "," $1,787.770 "," $1,139.676 "," $5,256.00 "
C5N Extra Large,c5n.xlarge,c5n,20 units,Yes,x86_64,, $167.170 , $108.770 , $119.428 , $301.49 
C6A 12xlarge Extra Large,c6a.12xlarge,c6a,0 units,unknown,x86_64,," $1,474.308 ", $975.258 , $624.077 ," $3,086.15 "
C6A 16xlarge Extra Large,c6a.16xlarge,c6a,0 units,unknown,x86_64,," $1,965.744 "," $1,300.342 ", $891.768 ," $4,114.86 "
C6A 24xlarge,c6a.24xlarge,c6a,0 units,unknown,x86_64,," $2,948.616 "," $1,950.509 "," $1,165.226 "," $6,172.30 "
C6A Double Extra Large,c6a.2xlarge,c6a,0 units,unknown,x86_64,, $245.718 , $147.767 , $201.699 , $514.36 
C6A 32xlarge,c6a.32xlarge,c6a,0 units,unknown,x86_64,," $3,931.488 "," $2,364.251 "," $1,793.537 "," $8,229.73 "
C6A 48xlarge,c6a.48xlarge,c6a,0 units,unknown,x86_64,," $5,361.120 "," $3,546.384 "," $2,150.142 "," $11,808.48 "
C6A Quadruple Extra Large,c6a.4xlarge,c6a,0 units,unknown,x86_64,, $491.436 , $325.084 , $297.621 ," $1,028.72 "
C6A Eight Extra Large,c6a.8xlarge,c6a,0 units,unknown,x86_64,, $982.872 , $591.066 , $536.769 ," $2,057.43 "
C6A Large,c6a.large,c6a,0 units,unknown,x86_64,, $61.430 , $40.639 , $64.678 , $128.59 
C6A Metal,c6a.metal,c6a,0 units,unknown,x86_64,," $5,361.120 "," $3,546.384 "," $2,294.317 "," $11,808.48 "
C6A Extra Large,c6a.xlarge,c6a,0 units,unknown,x86_64,, $122.859 , $73.883 , $93.586 , $257.18 
C6G 12xlarge Extra Large,c6g.12xlarge,c6g,0 units,unknown,arm64,," $1,262.827 ", $822.053 , $498.298 , unavailable 
C6G 16xlarge Extra Large,c6g.16xlarge,c6g,0 units,unknown,arm64,," $1,683.818 "," $1,000.757 ", $765.332 , unavailable 
C6G Double Extra Large,c6g.2xlarge,c6g,0 units,unknown,arm64,, $210.459 , $125.122 , $187.683 , unavailable 
C6G Quadruple Extra Large,c6g.4xlarge,c6g,0 units,unknown,arm64,, $420.918 , $274.042 , $232.651 , unavailable 
C6G Eight Extra Large,c6g.8xlarge,c6g,0 units,unknown,arm64,, $841.909 , $500.342 , $371.570 , unavailable 
C6G Large,c6g.large,c6g,0 units,unknown,arm64,, $52.633 , $31.244 , $67.890 , unavailable 
C6G Medium,c6g.medium,c6g,0 units,unknown,arm64,, $26.280 , $17.155 , $32.631 , unavailable 
C6G Metal,c6g.metal,c6g,0 units,unknown,arm64,," $1,683.818 "," $1,096.022 ", $655.832 , unavailable 
C6G Extra Large,c6g.xlarge,c6g,0 units,unknown,arm64,, $105.266 , $62.561 , $86.140 , unavailable 
C6GD 12xlarge Extra Large,c6gd.12xlarge,c6gd,0 units,unknown,arm64,," $1,426.274 ", $847.676 , $581.007 , unavailable 
C6GD 16xlarge Extra Large,c6gd.16xlarge,c6gd,0 units,unknown,arm64,," $1,901.723 "," $1,237.861 ", $704.085 , unavailable 
C6GD Double Extra Large,c6gd.2xlarge,c6gd,0 units,unknown,arm64,, $237.688 , $154.760 , $174.835 , unavailable 
C6GD Quadruple Extra Large,c6gd.4xlarge,c6gd,0 units,unknown,arm64,, $475.449 , $309.447 , $273.166 , unavailable 
C6GD Eight Extra Large,c6gd.8xlarge,c6gd,0 units,unknown,arm64,, $950.825 , $565.093 , $433.839 , unavailable 
C6GD Large,c6gd.large,c6gd,0 units,unknown,arm64,, $59.422 , $38.690 , $68.839 , unavailable 
C6GD Medium,c6gd.medium,c6gd,0 units,unknown,arm64,, $29.711 , $19.345 , $32.339 , unavailable 
C6GD Metal,c6gd.metal,c6gd,0 units,unknown,arm64,," $1,901.723 "," $1,130.259 ", $675.031 , unavailable 
C6GD Extra Large,c6gd.xlarge,c6gd,0 units,unknown,arm64,, $118.844 , $70.664 , $88.257 , unavailable 
C6GN 12xlarge Extra Large,c6gn.12xlarge,c6gn,0 units,unknown,arm64,," $1,665.101 ", $955.395 , $634.297 , unavailable 
C6GN 16xlarge Extra Large,c6gn.16xlarge,c6gn,0 units,unknown,arm64,," $2,220.134 "," $1,401.250 ", $781.903 , unavailable 
C6GN Double Extra Large,c6gn.2xlarge,c6gn,0 units,unknown,arm64,, $277.517 , $175.156 , $209.656 , unavailable 
C6GN Quadruple Extra Large,c6gn.4xlarge,c6gn,0 units,unknown,arm64,, $555.034 , $350.312 , $291.416 , unavailable 
C6GN Eight Extra Large,c6gn.8xlarge,c6gn,0 units,unknown,arm64,," $1,110.067 ", $636.932 , $496.035 , unavailable 
C6GN Large,c6gn.large,c6gn,0 units,unknown,arm64,, $69.379 , $43.785 , $73.292 , unavailable 
C6GN Medium,c6gn.medium,c6gn,0 units,unknown,arm64,, $34.690 , $21.893 , $33.580 , unavailable 
C6GN Metal,c6gn.metal,c6gn,0 units,unknown,arm64,, unavailable , unavailable , unavailable , unavailable 
C6GN Extra Large,c6gn.xlarge,c6gn,0 units,unknown,arm64,, $138.758 , $87.578 , $97.017 , unavailable 
C6I 12xlarge Extra Large,c6i.12xlarge,c6i,0 units,Yes,x86_64,," $1,638.120 ", $985.106 , $827.163 ," $3,249.96 "
C6I 16xlarge Extra Large,c6i.16xlarge,c6i,0 units,Yes,x86_64,," $2,184.160 "," $1,313.474 ", $918.486 ," $4,333.28 "
C6I 24xlarge,c6i.24xlarge,c6i,0 units,Yes,x86_64,," $3,276.240 "," $1,970.212 "," $1,244.431 "," $6,499.92 "
C6I Double Extra Large,c6i.2xlarge,c6i,0 units,Yes,x86_64,, $273.020 , $164.184 , $209.948 , $541.66 
C6I 32xlarge,c6i.32xlarge,c6i,0 units,Yes,x86_64,," $4,368.320 "," $2,889.647 "," $1,468.541 "," $8,666.56 "
C6I Quadruple Extra Large,c6i.4xlarge,c6i,0 units,Yes,x86_64,, $546.040 , $328.369 , $307.695 ," $1,083.32 "
C6I Eight Extra Large,c6i.8xlarge,c6i,0 units,Yes,x86_64,," $1,092.080 ", $722.408 , $552.172 ," $2,166.64 "
C6I Large,c6i.large,c6i,0 units,Yes,x86_64,, $68.255 , $41.048 , $67.963 , $135.42 
C6I Metal,c6i.metal,c6i,0 units,Yes,x86_64,," $3,971.200 "," $2,626.949 "," $1,530.518 "," $8,269.44 "
C6I Extra Large,c6i.xlarge,c6i,0 units,Yes,x86_64,, $136.510 , $82.096 , $92.053 , $270.83 
C6ID 12xlarge Extra Large,c6id.12xlarge,c6id,0 units,Yes,x86_64,," $1,942.618 "," $1,112.958 ", $809.205 ," $3,554.46 "
C6ID 16xlarge Extra Large,c6id.16xlarge,c6id,0 units,Yes,x86_64,," $2,590.157 "," $1,483.944 "," $1,108.797 "," $4,739.28 "
C6ID 24xlarge,c6id.24xlarge,c6id,0 units,Yes,x86_64,," $3,885.235 "," $2,448.508 "," $1,694.403 "," $7,108.92 "
C6ID Double Extra Large,c6id.2xlarge,c6id,0 units,Yes,x86_64,, $323.770 , $185.493 , $223.745 , $592.41 
C6ID 32xlarge,c6id.32xlarge,c6id,0 units,Yes,x86_64,," $4,709.376 "," $2,967.888 "," $1,704.039 "," $9,007.62 "
C6ID Quadruple Extra Large,c6id.4xlarge,c6id,0 units,Yes,x86_64,, $647.539 , $370.986 , $401.938 ," $1,184.82 "
C6ID Eight Extra Large,c6id.8xlarge,c6id,0 units,Yes,x86_64,," $1,295.078 ", $816.169 , $651.598 ," $2,369.64 "
C6ID Large,c6id.large,c6id,0 units,Yes,x86_64,, $80.942 , $46.377 , $78.840 , $148.10 
C6ID Metal,c6id.metal,c6id,0 units,Yes,x86_64,," $4,709.376 "," $2,967.888 "," $1,632.572 "," $9,007.62 "
C6ID Extra Large,c6id.xlarge,c6id,0 units,Yes,x86_64,, $161.885 , $102.025 , $108.186 , $296.20 
C6IN 12xlarge Extra Large,c6in.12xlarge,c6in,0 units,Yes,x86_64,," $2,185.445 "," $1,376.831 "," $1,018.131 "," $3,797.28 "
C6IN 16xlarge Extra Large,c6in.16xlarge,c6in,0 units,Yes,x86_64,," $2,913.926 "," $1,835.775 "," $1,404.447 "," $5,063.05 "
C6IN 24xlarge,c6in.24xlarge,c6in,0 units,Yes,x86_64,," $4,370.890 "," $2,753.662 "," $1,819.087 "," $7,594.57 "
C6IN Double Extra Large,c6in.2xlarge,c6in,0 units,Yes,x86_64,, $364.241 , $229.468 , $271.779 , $632.88 
C6IN 32xlarge,c6in.32xlarge,c6in,0 units,Yes,x86_64,," $5,298.048 "," $3,337.772 "," $2,078.748 "," $9,596.29 "
C6IN Quadruple Extra Large,c6in.4xlarge,c6in,0 units,Yes,x86_64,, $728.482 , $417.224 , $499.320 ," $1,265.76 "
C6IN Eight Extra Large,c6in.8xlarge,c6in,0 units,Yes,x86_64,," $1,456.963 ", $917.887 , $708.684 ," $2,531.52 "
C6IN Large,c6in.large,c6in,0 units,Yes,x86_64,, $91.060 , $52.151 , $76.066 , $158.22 
C6IN Metal,c6in.metal,c6in,0 units,Yes,x86_64,," $5,298.048 "," $3,337.772 "," $1,834.417 "," $9,596.29 "
C6IN Extra Large,c6in.xlarge,c6in,0 units,Yes,x86_64,, $182.120 , $114.734 , $113.734 , $316.44 
C7A 12xlarge Extra Large,c7a.12xlarge,c7a,0 units,unknown,x86_64,," $1,978.081 "," $1,308.496 ", $830.229 ," $3,589.92 "
C7A 16xlarge Extra Large,c7a.16xlarge,c7a,0 units,unknown,x86_64,," $2,637.439 "," $1,744.664 "," $1,212.457 "," $4,786.56 "
C7A 24xlarge,c7a.24xlarge,c7a,0 units,unknown,x86_64,," $3,956.155 "," $2,616.999 "," $1,805.290 "," $7,179.83 "
C7A Double Extra Large,c7a.2xlarge,c7a,0 units,unknown,x86_64,, $329.683 , $218.080 , $240.535 , $598.32 
C7A 32xlarge,c7a.32xlarge,c7a,0 units,unknown,x86_64,," $5,274.878 "," $3,172.120 "," $1,971.219 "," $9,573.12 "
C7A 48xlarge,c7a.48xlarge,c7a,0 units,unknown,x86_64,," $7,193.011 "," $4,758.177 "," $2,546.751 "," $13,640.37 "
C7A Quadruple Extra Large,c7a.4xlarge,c7a,0 units,unknown,x86_64,, $659.358 , $396.514 , $366.606 ," $1,196.64 "
C7A Eight Extra Large,c7a.8xlarge,c7a,0 units,unknown,x86_64,," $1,318.716 ", $793.028 , $697.953 ," $2,393.28 "
C7A Large,c7a.large,c7a,0 units,unknown,x86_64,, $82.417 , $49.567 , $73.584 , $149.58 
C7A Medium,c7a.medium,c7a,0 units,unknown,x86_64,, $41.209 , $24.784 , $57.013 , $74.79 
C7A Metal-48xl,c7a.metal-48xl,c7a,0 units,unknown,x86_64,," $7,193.011 "," $4,758.177 "," $3,045.633 "," $13,640.37 "
C7A Extra Large,c7a.xlarge,c7a,0 units,unknown,x86_64,, $164.841 , $99.127 , $114.464 , $299.16 
C7G 12xlarge Extra Large,c7g.12xlarge,c7g,0 units,unknown,arm64,," $1,349.916 ", $837.018 , $542.682 , unavailable 
C7G 16xlarge Extra Large,c7g.16xlarge,c7g,0 units,unknown,arm64,," $1,693.600 "," $1,116.024 ", $698.172 , unavailable 
C7G Double Extra Large,c7g.2xlarge,c7g,0 units,unknown,arm64,, $224.986 , $152.789 , $193.012 , unavailable 
C7G Quadruple Extra Large,c7g.4xlarge,c7g,0 units,unknown,arm64,, $449.972 , $305.578 , $278.714 , unavailable 
C7G Eight Extra Large,c7g.8xlarge,c7g,0 units,unknown,arm64,, $899.944 , $611.156 , $486.764 , unavailable 
C7G Large,c7g.large,c7g,0 units,unknown,arm64,, $56.210 , $38.179 , $74.387 , unavailable 
C7G Medium,c7g.medium,c7g,0 units,unknown,arm64,, $28.105 , $19.126 , $32.412 , unavailable 
C7G Metal,c7g.metal,c7g,0 units,unknown,arm64,," $1,693.600 "," $1,116.024 ", $806.796 , unavailable 
C7G Extra Large,c7g.xlarge,c7g,0 units,unknown,arm64,, $112.493 , $76.358 , $87.673 , unavailable 
C7GD 12xlarge Extra Large,c7gd.12xlarge,c7gd,0 units,unknown,arm64,," $1,684.840 "," $1,001.633 ", $676.929 , unavailable 
C7GD 16xlarge Extra Large,c7gd.16xlarge,c7gd,0 units,unknown,arm64,," $2,119.190 "," $1,335.535 ", $846.435 , unavailable 
C7GD Double Extra Large,c7gd.2xlarge,c7gd,0 units,unknown,arm64,, $280.831 , $182.865 , $190.384 , unavailable 
C7GD Quadruple Extra Large,c7gd.4xlarge,c7gd,0 units,unknown,arm64,, $561.589 , $333.902 , $296.307 , unavailable 
C7GD Eight Extra Large,c7gd.8xlarge,c7gd,0 units,unknown,arm64,," $1,123.178 ", $667.804 , $476.617 , unavailable 
C7GD Large,c7gd.large,c7gd,0 units,unknown,arm64,, $70.226 , $41.756 , $72.854 , unavailable 
C7GD Medium,c7gd.medium,c7gd,0 units,unknown,arm64,, $35.113 , $22.849 , $52.925 , unavailable 
C7GD Metal,c7gd.metal,c7gd,0 units,unknown,arm64,," $2,119.190 "," $1,335.535 ", $741.534 , unavailable 
C7GD Extra Large,c7gd.xlarge,c7gd,0 units,unknown,arm64,, $140.379 , $91.396 , $94.608 , unavailable 
C7GN 12xlarge Extra Large,c7gn.12xlarge,c7gn,0 units,unknown,arm64,," $2,317.677 "," $1,377.510 ", $901.696 , unavailable 
C7GN 16xlarge Extra Large,c7gn.16xlarge,c7gn,0 units,unknown,arm64,," $2,915.328 "," $1,836.680 "," $1,143.545 ", unavailable 
C7GN Double Extra Large,c7gn.2xlarge,c7gn,0 units,unknown,arm64,, $386.316 , $229.585 , $288.277 , unavailable 
C7GN Quadruple Extra Large,c7gn.4xlarge,c7gn,0 units,unknown,arm64,, $772.559 , $459.170 , $450.556 , unavailable 
C7GN Eight Extra Large,c7gn.8xlarge,c7gn,0 units,unknown,arm64,," $1,545.118 ", $918.340 , $810.738 , unavailable 
C7GN Large,c7gn.large,c7gn,0 units,unknown,arm64,, $96.579 , $57.378 , $81.760 , unavailable 
C7GN Medium,c7gn.medium,c7gn,0 units,unknown,arm64,, $48.253 , $28.689 , $69.934 , unavailable 
C7GN Metal,c7gn.metal,c7gn,0 units,unknown,arm64,," $2,915.328 "," $1,836.680 "," $2,500.615 ", unavailable 
C7GN Extra Large,c7gn.xlarge,c7gn,0 units,unknown,arm64,, $193.158 , $114.756 , $123.078 , unavailable 
C7I-FLEX 12xlarge Extra Large,c7i-flex.12xlarge,c7i-flex,0 units,Yes,x86_64,," $1,485.477 ", $982.646 , $681.382 ," $3,097.32 "
C7I-FLEX 16xlarge Extra Large,c7i-flex.16xlarge,c7i-flex,0 units,Yes,x86_64,," $1,980.636 "," $1,310.189 ", $832.273 ," $4,129.76 "
C7I-FLEX Double Extra Large,c7i-flex.2xlarge,c7i-flex,0 units,Yes,x86_64,, $247.580 , $163.776 , $226.957 , $502.79 
C7I-FLEX Quadruple Extra Large,c7i-flex.4xlarge,c7i-flex,0 units,Yes,x86_64,, $495.159 , $327.551 , $309.301 ," $1,005.58 "
C7I-FLEX Eight Extra Large,c7i-flex.8xlarge,c7i-flex,0 units,Yes,x86_64,, $990.318 , $655.095 , $510.854 ," $2,011.15 "
